order_id,order_ts,table_id,server_name,menu_category,item_name,quantity,unit_price,total,payment_type
ORD-004968,2025-09-01 17:10:00,17,Casey,Drink,House Wine,1,9.0,9.0,Card
ORD-004968,2025-09-01 17:10:00,17,Casey,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-004969,2025-09-01 17:53:00,4,Casey,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-004969,2025-09-01 17:53:00,4,Casey,Drink,Coffee,1,4.0,4.0,Card
ORD-004969,2025-09-01 17:53:00,4,Casey,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-004970,2025-09-01 19:25:00,1,Robin,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-004970,2025-09-01 19:25:00,1,Robin,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-004970,2025-09-01 19:25:00,1,Robin,Drink,Craft Beer,1,7.0,7.0,Card
ORD-004971,2025-09-01 19:43:00,9,Alex,Drink,Craft Beer,1,7.0,7.0,Cash
ORD-004971,2025-09-01 19:43:00,9,Alex,Drink,Craft Beer,1,7.0,7.0,Cash
ORD-004971,2025-09-01 19:43:00,9,Alex,Dessert,Tiramisu,1,8.0,8.0,Cash
ORD-004972,2025-09-01 21:36:00,5,Pat,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-004972,2025-09-01 21:36:00,5,Pat,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-004972,2025-09-01 21:36:00,5,Pat,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-004972,2025-09-01 21:36:00,5,Pat,Drink,Coffee,1,4.0,4.0,Card
ORD-004973,2025-09-01 17:26:00,12,Robin,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-004973,2025-09-01 17:26:00,12,Robin,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-004973,2025-09-01 17:26:00,12,Robin,Dessert,Gelato,1,6.0,6.0,Card
ORD-004974,2025-09-01 18:51:00,10,Pat,Appetizer,Garlic Bread,1,6.0,6.0,Cash
ORD-004974,2025-09-01 18:51:00,10,Pat,Appetizer,Soup of the Day,1,7.0,7.0,Cash
ORD-004975,2025-09-01 21:50:00,1,Alex,Drink,Craft Beer,1,7.0,7.0,Card
ORD-004975,2025-09-01 21:50:00,1,Alex,Drink,House Wine,1,9.0,9.0,Card
ORD-004976,2025-09-01 20:42:00,17,Robin,Drink,Craft Beer,1,7.0,7.0,Card
ORD-004976,2025-09-01 20:42:00,17,Robin,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-004976,2025-09-01 20:42:00,17,Robin,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-004977,2025-09-01 18:50:00,12,Pat,Main,Burger,1,14.0,14.0,Mobile
ORD-004977,2025-09-01 18:50:00,12,Pat,Appetizer,Soup of the Day,1,7.0,7.0,Mobile
ORD-004978,2025-09-01 21:15:00,10,Alex,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-004978,2025-09-01 21:15:00,10,Alex,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-004979,2025-09-01 17:39:00,6,Sam,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-004979,2025-09-01 17:39:00,6,Sam,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-004980,2025-09-01 13:51:00,14,Pat,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-004980,2025-09-01 13:51:00,14,Pat,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-004980,2025-09-01 13:51:00,14,Pat,Drink,Coffee,1,4.0,4.0,Card
ORD-004981,2025-09-01 19:34:00,15,Robin,Main,Burger,1,14.0,14.0,Card
ORD-004981,2025-09-01 19:34:00,15,Robin,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-004982,2025-09-01 17:20:00,16,Robin,Dessert,Gelato,1,6.0,6.0,Card
ORD-004982,2025-09-01 17:20:00,16,Robin,Main,Margherita Pizza,2,16.0,32.0,Card
ORD-004982,2025-09-01 17:20:00,16,Robin,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-004983,2025-09-01 19:21:00,1,Alex,Dessert,Gelato,1,6.0,6.0,Card
ORD-004983,2025-09-01 19:21:00,1,Alex,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-004983,2025-09-01 19:21:00,1,Alex,Drink,House Wine,1,9.0,9.0,Card
ORD-004983,2025-09-01 19:21:00,1,Alex,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-004984,2025-09-02 11:05:00,19,Pat,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-004984,2025-09-02 11:05:00,19,Pat,Drink,Coffee,1,4.0,4.0,Card
ORD-004985,2025-09-02 12:50:00,5,Robin,Dessert,Cheesecake,1,8.0,8.0,Mobile
ORD-004985,2025-09-02 12:50:00,5,Robin,Dessert,Tiramisu,1,8.0,8.0,Mobile
ORD-004985,2025-09-02 12:50:00,5,Robin,Main,Margherita Pizza,1,16.0,16.0,Mobile
ORD-004985,2025-09-02 12:50:00,5,Robin,Appetizer,Soup of the Day,1,7.0,7.0,Mobile
ORD-004985,2025-09-02 12:50:00,5,Robin,Dessert,Cheesecake,2,8.0,16.0,Mobile
ORD-004986,2025-09-02 21:30:00,13,Jamie,Main,Spaghetti Carbonara,1,18.0,18.0,Cash
ORD-004987,2025-09-02 12:24:00,4,Alex,Dessert,Tiramisu,1,8.0,8.0,Card
ORD-004987,2025-09-02 12:24:00,4,Alex,Main,Burger,2,14.0,28.0,Card
ORD-004987,2025-09-02 12:24:00,4,Alex,Drink,House Wine,1,9.0,9.0,Card
ORD-004987,2025-09-02 12:24:00,4,Alex,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-004988,2025-09-02 21:25:00,14,Pat,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-004988,2025-09-02 21:25:00,14,Pat,Drink,Coffee,1,4.0,4.0,Card
ORD-004988,2025-09-02 21:25:00,14,Pat,Main,Spaghetti Carbonara,2,18.0,36.0,Card
ORD-004988,2025-09-02 21:25:00,14,Pat,Drink,House Wine,1,9.0,9.0,Card
ORD-004989,2025-09-02 19:54:00,7,Alex,Main,Burger,1,14.0,14.0,Cash
ORD-004989,2025-09-02 19:54:00,7,Alex,Main,Margherita Pizza,1,16.0,16.0,Cash
ORD-004990,2025-09-02 13:05:00,6,Casey,Drink,Coffee,1,4.0,4.0,Card
ORD-004990,2025-09-02 13:05:00,6,Casey,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-004991,2025-09-02 20:45:00,11,Casey,Main,Veggie Bowl,1,13.0,13.0,Cash
ORD-004991,2025-09-02 20:45:00,11,Casey,Appetizer,Caesar Salad,2,9.0,18.0,Cash
ORD-004991,2025-09-02 20:45:00,11,Casey,Main,Grilled Salmon,1,24.0,24.0,Cash
ORD-004992,2025-09-02 11:45:00,20,Casey,Appetizer,Caesar Salad,2,9.0,18.0,Cash
ORD-004992,2025-09-02 11:45:00,20,Casey,Main,Veggie Bowl,1,13.0,13.0,Cash
ORD-004992,2025-09-02 11:45:00,20,Casey,Drink,House Wine,1,9.0,9.0,Cash
ORD-004992,2025-09-02 11:45:00,20,Casey,Main,Spaghetti Carbonara,1,18.0,18.0,Cash
ORD-004993,2025-09-02 12:08:00,12,Pat,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-004993,2025-09-02 12:08:00,12,Pat,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-004993,2025-09-02 12:08:00,12,Pat,Main,Margherita Pizza,2,16.0,32.0,Card
ORD-004994,2025-09-02 21:21:00,16,Alex,Main,Veggie Bowl,1,13.0,13.0,Cash
ORD-004994,2025-09-02 21:21:00,16,Alex,Dessert,Tiramisu,1,8.0,8.0,Cash
ORD-004995,2025-09-02 12:54:00,6,Robin,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-004996,2025-09-02 20:49:00,3,Jamie,Main,Margherita Pizza,2,16.0,32.0,Mobile
ORD-004996,2025-09-02 20:49:00,3,Jamie,Appetizer,Garlic Bread,1,6.0,6.0,Mobile
ORD-004997,2025-09-02 12:25:00,19,Jamie,Main,Burger,1,14.0,14.0,Card
ORD-004997,2025-09-02 12:25:00,19,Jamie,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-004997,2025-09-02 12:25:00,19,Jamie,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-004997,2025-09-02 12:25:00,19,Jamie,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-004998,2025-09-02 17:51:00,20,Jamie,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-004998,2025-09-02 17:51:00,20,Jamie,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-004999,2025-09-02 17:37:00,10,Sam,Appetizer,Caesar Salad,1,9.0,9.0,Mobile
ORD-004999,2025-09-02 17:37:00,10,Sam,Dessert,Cheesecake,1,8.0,8.0,Mobile
ORD-004999,2025-09-02 17:37:00,10,Sam,Dessert,Gelato,1,6.0,6.0,Mobile
ORD-004999,2025-09-02 17:37:00,10,Sam,Dessert,Cheesecake,1,8.0,8.0,Mobile
ORD-005000,2025-09-02 19:31:00,19,Sam,Dessert,Tiramisu,1,8.0,8.0,Mobile
ORD-005000,2025-09-02 19:31:00,19,Sam,Drink,Craft Beer,1,7.0,7.0,Mobile
ORD-005000,2025-09-02 19:31:00,19,Sam,Main,Spaghetti Carbonara,1,18.0,18.0,Mobile
ORD-005000,2025-09-02 19:31:00,19,Sam,Main,Veggie Bowl,2,13.0,26.0,Mobile
ORD-005001,2025-09-02 21:52:00,8,Alex,Main,Burger,1,14.0,14.0,Mobile
ORD-005001,2025-09-02 21:52:00,8,Alex,Main,Spaghetti Carbonara,1,18.0,18.0,Mobile
ORD-005002,2025-09-02 17:39:00,1,Pat,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-005002,2025-09-02 17:39:00,1,Pat,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-005002,2025-09-02 17:39:00,1,Pat,Dessert,Tiramisu,1,8.0,8.0,Card
ORD-005003,2025-09-02 11:21:00,10,Pat,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005003,2025-09-02 11:21:00,10,Pat,Main,Burger,1,14.0,14.0,Card
ORD-005004,2025-09-02 11:16:00,3,Casey,Drink,House Wine,1,9.0,9.0,Card
ORD-005005,2025-09-02 21:01:00,17,Alex,Main,Margherita Pizza,1,16.0,16.0,Mobile
ORD-005005,2025-09-02 21:01:00,17,Alex,Drink,Craft Beer,1,7.0,7.0,Mobile
ORD-005005,2025-09-02 21:01:00,17,Alex,Appetizer,Caesar Salad,1,9.0,9.0,Mobile
ORD-005006,2025-09-02 17:28:00,16,Sam,Dessert,Tiramisu,2,8.0,16.0,Card
ORD-005006,2025-09-02 17:28:00,16,Sam,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005006,2025-09-02 17:28:00,16,Sam,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-005007,2025-09-02 19:35:00,16,Pat,Drink,House Wine,1,9.0,9.0,Mobile
ORD-005007,2025-09-02 19:35:00,16,Pat,Drink,House Wine,2,9.0,18.0,Mobile
ORD-005007,2025-09-02 19:35:00,16,Pat,Appetizer,Garlic Bread,1,6.0,6.0,Mobile
ORD-005008,2025-09-02 20:56:00,3,Pat,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-005008,2025-09-02 20:56:00,3,Pat,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005008,2025-09-02 20:56:00,3,Pat,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005009,2025-09-02 12:41:00,6,Sam,Main,Burger,1,14.0,14.0,Card
ORD-005009,2025-09-02 12:41:00,6,Sam,Drink,Craft Beer,2,7.0,14.0,Card
ORD-005010,2025-09-02 19:03:00,8,Casey,Drink,House Wine,1,9.0,9.0,Card
ORD-005010,2025-09-02 19:03:00,8,Casey,Drink,House Wine,1,9.0,9.0,Card
ORD-005010,2025-09-02 19:03:00,8,Casey,Main,Spaghetti Carbonara,2,18.0,36.0,Card
ORD-005011,2025-09-02 19:41:00,7,Robin,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-005011,2025-09-02 19:41:00,7,Robin,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-005012,2025-09-02 18:17:00,2,Pat,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-005012,2025-09-02 18:17:00,2,Pat,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-005012,2025-09-02 18:17:00,2,Pat,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005012,2025-09-02 18:17:00,2,Pat,Drink,House Wine,1,9.0,9.0,Card
ORD-005012,2025-09-02 18:17:00,2,Pat,Drink,House Wine,2,9.0,18.0,Card
ORD-005013,2025-09-02 19:43:00,6,Casey,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005014,2025-09-02 18:20:00,10,Jamie,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005014,2025-09-02 18:20:00,10,Jamie,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005015,2025-09-02 18:14:00,19,Casey,Main,Burger,2,14.0,28.0,Card
ORD-005015,2025-09-02 18:14:00,19,Casey,Drink,Coffee,1,4.0,4.0,Card
ORD-005015,2025-09-02 18:14:00,19,Casey,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-005016,2025-09-02 17:17:00,10,Jamie,Main,Veggie Bowl,1,13.0,13.0,Mobile
ORD-005016,2025-09-02 17:17:00,10,Jamie,Drink,Sparkling Water,1,4.0,4.0,Mobile
ORD-005016,2025-09-02 17:17:00,10,Jamie,Main,Spaghetti Carbonara,1,18.0,18.0,Mobile
ORD-005017,2025-09-02 21:21:00,11,Pat,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005017,2025-09-02 21:21:00,11,Pat,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005017,2025-09-02 21:21:00,11,Pat,Main,Burger,1,14.0,14.0,Card
ORD-005017,2025-09-02 21:21:00,11,Pat,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005018,2025-09-02 18:07:00,3,Jamie,Main,Burger,1,14.0,14.0,Mobile
ORD-005018,2025-09-02 18:07:00,3,Jamie,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005018,2025-09-02 18:07:00,3,Jamie,Main,Veggie Bowl,1,13.0,13.0,Mobile
ORD-005019,2025-09-02 13:03:00,4,Casey,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005019,2025-09-02 13:03:00,4,Casey,Drink,Coffee,1,4.0,4.0,Card
ORD-005019,2025-09-02 13:03:00,4,Casey,Drink,House Wine,1,9.0,9.0,Card
ORD-005020,2025-09-03 18:38:00,13,Robin,Dessert,Cheesecake,1,8.0,8.0,Mobile
ORD-005020,2025-09-03 18:38:00,13,Robin,Main,Grilled Salmon,1,24.0,24.0,Mobile
ORD-005020,2025-09-03 18:38:00,13,Robin,Main,Spaghetti Carbonara,1,18.0,18.0,Mobile
ORD-005020,2025-09-03 18:38:00,13,Robin,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005021,2025-09-03 18:25:00,16,Sam,Main,Margherita Pizza,1,16.0,16.0,Mobile
ORD-005021,2025-09-03 18:25:00,16,Sam,Dessert,Gelato,1,6.0,6.0,Mobile
ORD-005021,2025-09-03 18:25:00,16,Sam,Drink,House Wine,1,9.0,9.0,Mobile
ORD-005021,2025-09-03 18:25:00,16,Sam,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005022,2025-09-03 21:25:00,1,Robin,Drink,Coffee,1,4.0,4.0,Card
ORD-005022,2025-09-03 21:25:00,1,Robin,Dessert,Gelato,1,6.0,6.0,Card
ORD-005022,2025-09-03 21:25:00,1,Robin,Dessert,Tiramisu,2,8.0,16.0,Card
ORD-005023,2025-09-03 19:25:00,19,Alex,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005023,2025-09-03 19:25:00,19,Alex,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005024,2025-09-03 12:28:00,5,Alex,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005024,2025-09-03 12:28:00,5,Alex,Dessert,Gelato,1,6.0,6.0,Mobile
ORD-005025,2025-09-03 17:00:00,9,Casey,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-005025,2025-09-03 17:00:00,9,Casey,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005025,2025-09-03 17:00:00,9,Casey,Main,Burger,1,14.0,14.0,Card
ORD-005026,2025-09-03 13:39:00,17,Alex,Main,Veggie Bowl,2,13.0,26.0,Cash
ORD-005026,2025-09-03 13:39:00,17,Alex,Appetizer,Caesar Salad,2,9.0,18.0,Cash
ORD-005026,2025-09-03 13:39:00,17,Alex,Appetizer,Garlic Bread,1,6.0,6.0,Cash
ORD-005026,2025-09-03 13:39:00,17,Alex,Dessert,Cheesecake,2,8.0,16.0,Cash
ORD-005027,2025-09-03 20:58:00,17,Pat,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005027,2025-09-03 20:58:00,17,Pat,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-005028,2025-09-03 19:00:00,20,Jamie,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005028,2025-09-03 19:00:00,20,Jamie,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-005028,2025-09-03 19:00:00,20,Jamie,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005029,2025-09-03 20:01:00,13,Pat,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005029,2025-09-03 20:01:00,13,Pat,Main,Veggie Bowl,2,13.0,26.0,Card
ORD-005029,2025-09-03 20:01:00,13,Pat,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-005030,2025-09-03 18:10:00,9,Robin,Main,Veggie Bowl,1,13.0,13.0,Mobile
ORD-005030,2025-09-03 18:10:00,9,Robin,Main,Spaghetti Carbonara,1,18.0,18.0,Mobile
ORD-005030,2025-09-03 18:10:00,9,Robin,Appetizer,Caesar Salad,2,9.0,18.0,Mobile
ORD-005031,2025-09-03 17:15:00,4,Sam,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005031,2025-09-03 17:15:00,4,Sam,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-005031,2025-09-03 17:15:00,4,Sam,Dessert,Tiramisu,1,8.0,8.0,Card
ORD-005032,2025-09-03 13:13:00,11,Alex,Dessert,Cheesecake,2,8.0,16.0,Mobile
ORD-005032,2025-09-03 13:13:00,11,Alex,Dessert,Tiramisu,1,8.0,8.0,Mobile
ORD-005033,2025-09-03 13:47:00,16,Alex,Main,Grilled Salmon,1,24.0,24.0,Cash
ORD-005033,2025-09-03 13:47:00,16,Alex,Main,Veggie Bowl,1,13.0,13.0,Cash
ORD-005033,2025-09-03 13:47:00,16,Alex,Drink,Craft Beer,1,7.0,7.0,Cash
ORD-005034,2025-09-03 12:46:00,19,Robin,Main,Burger,1,14.0,14.0,Card
ORD-005034,2025-09-03 12:46:00,19,Robin,Main,Margherita Pizza,2,16.0,32.0,Card
ORD-005034,2025-09-03 12:46:00,19,Robin,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-005034,2025-09-03 12:46:00,19,Robin,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005035,2025-09-03 12:32:00,1,Jamie,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005035,2025-09-03 12:32:00,1,Jamie,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005035,2025-09-03 12:32:00,1,Jamie,Drink,Coffee,1,4.0,4.0,Card
ORD-005036,2025-09-03 21:22:00,7,Casey,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005037,2025-09-03 17:59:00,16,Sam,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005037,2025-09-03 17:59:00,16,Sam,Main,Grilled Salmon,1,24.0,24.0,Card
ORD-005037,2025-09-03 17:59:00,16,Sam,Dessert,Gelato,1,6.0,6.0,Card
ORD-005038,2025-09-03 11:18:00,10,Sam,Drink,Coffee,1,4.0,4.0,Card
ORD-005038,2025-09-03 11:18:00,10,Sam,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-005039,2025-09-03 17:41:00,1,Jamie,Main,Burger,1,14.0,14.0,Card
ORD-005039,2025-09-03 17:41:00,1,Jamie,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-005039,2025-09-03 17:41:00,1,Jamie,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005040,2025-09-03 19:48:00,3,Sam,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005040,2025-09-03 19:48:00,3,Sam,Appetizer,Caesar Salad,1,9.0,9.0,Mobile
ORD-005040,2025-09-03 19:48:00,3,Sam,Main,Margherita Pizza,1,16.0,16.0,Mobile
ORD-005040,2025-09-03 19:48:00,3,Sam,Drink,House Wine,1,9.0,9.0,Mobile
ORD-005040,2025-09-03 19:48:00,3,Sam,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005041,2025-09-03 20:52:00,14,Sam,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005041,2025-09-03 20:52:00,14,Sam,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005041,2025-09-03 20:52:00,14,Sam,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005041,2025-09-03 20:52:00,14,Sam,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005042,2025-09-03 17:52:00,7,Alex,Appetizer,Garlic Bread,1,6.0,6.0,Mobile
ORD-005042,2025-09-03 17:52:00,7,Alex,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005042,2025-09-03 17:52:00,7,Alex,Drink,Sparkling Water,1,4.0,4.0,Mobile
ORD-005043,2025-09-03 20:32:00,14,Casey,Drink,Coffee,1,4.0,4.0,Card
ORD-005043,2025-09-03 20:32:00,14,Casey,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005043,2025-09-03 20:32:00,14,Casey,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-005044,2025-09-03 17:30:00,12,Pat,Drink,Sparkling Water,2,4.0,8.0,Card
ORD-005044,2025-09-03 17:30:00,12,Pat,Dessert,Tiramisu,1,8.0,8.0,Card
ORD-005044,2025-09-03 17:30:00,12,Pat,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005044,2025-09-03 17:30:00,12,Pat,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005045,2025-09-03 21:38:00,12,Casey,Main,Burger,2,14.0,28.0,Mobile
ORD-005045,2025-09-03 21:38:00,12,Casey,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005046,2025-09-03 17:32:00,20,Jamie,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005046,2025-09-03 17:32:00,20,Jamie,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005046,2025-09-03 17:32:00,20,Jamie,Appetizer,Garlic Bread,1,6.0,6.0,Card
ORD-005047,2025-09-03 21:27:00,16,Jamie,Main,Grilled Salmon,2,24.0,48.0,Card
ORD-005047,2025-09-03 21:27:00,16,Jamie,Main,Burger,1,14.0,14.0,Card
ORD-005048,2025-09-03 20:37:00,10,Jamie,Main,Burger,1,14.0,14.0,Card
ORD-005048,2025-09-03 20:37:00,10,Jamie,Dessert,Gelato,1,6.0,6.0,Card
ORD-005048,2025-09-03 20:37:00,10,Jamie,Dessert,Gelato,1,6.0,6.0,Card
ORD-005049,2025-09-03 13:58:00,4,Jamie,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005050,2025-09-03 18:38:00,17,Sam,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005050,2025-09-03 18:38:00,17,Sam,Main,Grilled Salmon,1,24.0,24.0,Mobile
ORD-005051,2025-09-03 17:43:00,5,Robin,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005051,2025-09-03 17:43:00,5,Robin,Appetizer,Soup of the Day,2,7.0,14.0,Card
ORD-005052,2025-09-03 12:31:00,2,Pat,Main,Spaghetti Carbonara,1,18.0,18.0,Cash
ORD-005052,2025-09-03 12:31:00,2,Pat,Dessert,Cheesecake,1,8.0,8.0,Cash
ORD-005052,2025-09-03 12:31:00,2,Pat,Dessert,Tiramisu,1,8.0,8.0,Cash
ORD-005052,2025-09-03 12:31:00,2,Pat,Appetizer,Soup of the Day,1,7.0,7.0,Cash
ORD-005053,2025-09-03 20:06:00,15,Alex,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005053,2025-09-03 20:06:00,15,Alex,Main,Spaghetti Carbonara,1,18.0,18.0,Card
ORD-005054,2025-09-04 12:27:00,8,Alex,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005054,2025-09-04 12:27:00,8,Alex,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005055,2025-09-04 12:05:00,20,Pat,Drink,Coffee,1,4.0,4.0,Mobile
ORD-005055,2025-09-04 12:05:00,20,Pat,Main,Veggie Bowl,1,13.0,13.0,Mobile
ORD-005055,2025-09-04 12:05:00,20,Pat,Drink,Sparkling Water,1,4.0,4.0,Mobile
ORD-005055,2025-09-04 12:05:00,20,Pat,Appetizer,Caesar Salad,1,9.0,9.0,Mobile
ORD-005056,2025-09-04 20:43:00,9,Pat,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005056,2025-09-04 20:43:00,9,Pat,Drink,House Wine,1,9.0,9.0,Card
ORD-005057,2025-09-04 13:55:00,17,Casey,Appetizer,Caesar Salad,1,9.0,9.0,Mobile
ORD-005057,2025-09-04 13:55:00,17,Casey,Main,Grilled Salmon,1,24.0,24.0,Mobile
ORD-005058,2025-09-04 18:36:00,13,Alex,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005058,2025-09-04 18:36:00,13,Alex,Main,Margherita Pizza,1,16.0,16.0,Card
ORD-005058,2025-09-04 18:36:00,13,Alex,Dessert,Cheesecake,2,8.0,16.0,Card
ORD-005058,2025-09-04 18:36:00,13,Alex,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005059,2025-09-04 21:43:00,14,Jamie,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005059,2025-09-04 21:43:00,14,Jamie,Drink,Craft Beer,1,7.0,7.0,Card
ORD-005059,2025-09-04 21:43:00,14,Jamie,Dessert,Cheesecake,1,8.0,8.0,Card
ORD-005059,2025-09-04 21:43:00,14,Jamie,Appetizer,Soup of the Day,1,7.0,7.0,Card
ORD-005059,2025-09-04 21:43:00,14,Jamie,Appetizer,Caesar Salad,1,9.0,9.0,Card
ORD-005060,2025-09-04 11:52:00,14,Alex,Main,Grilled Salmon,2,24.0,48.0,Cash
ORD-005060,2025-09-04 11:52:00,14,Alex,Main,Spaghetti Carbonara,1,18.0,18.0,Cash
ORD-005060,2025-09-04 11:52:00,14,Alex,Main,Spaghetti Carbonara,1,18.0,18.0,Cash
ORD-005060,2025-09-04 11:52:00,14,Alex,Drink,Coffee,1,4.0,4.0,Cash
ORD-005060,2025-09-04 11:52:00,14,Alex,Appetizer,Soup of the Day,1,7.0,7.0,Cash
ORD-005061,2025-09-04 21:15:00,11,Jamie,Main,Veggie Bowl,1,13.0,13.0,Card
ORD-005061,2025-09-04 21:15:00,11,Jamie,Drink,Sparkling Water,1,4.0,4.0,Card
ORD-005062,2025-09-04 11:50:00,3,Robin,Dessert,Cheesecake,1,8.0,8.0,Mobile
ORD-005062,2025-09-04 11:50:00,3,Robin,Drink,Craft Beer,2,7.0,14.0,Mobile
ORD-005062,2025-09-04 11:50:00,3,Robin,Dessert,Tiramisu,1,8.0,8.0,Mobile
ORD-005062,2025-09-04 11:50:00,3,Robin,Main,Spaghetti Carbonara,2,18.0,36.0,Mobile
