date,dish_name,category,units_sold,unit_price,unit_cogs,daily_labor_cost,daily_rent_share,avg_wait_minutes,customer_count
2026-04-02,Turkey Club,Sandwich,11,11.0,4.229,417.02,200.0,4.0,162
2026-04-02,Veggie Wrap,Sandwich,16,8.5,2.802,417.02,200.0,4.5,162
2026-04-02,Caesar Salad,Salad,17,10.0,4.55,417.02,200.0,3.6,162
2026-04-02,Garden Salad,Salad,9,9.0,2.383,417.02,200.0,4.5,162
2026-04-03,Latte,Coffee,44,5.0,1.069,407.59,200.0,2.4,180
2026-04-03,Cappuccino,Coffee,33,5.0,1.055,407.59,200.0,3.3,180
2026-04-03,Espresso,Coffee,33,3.5,0.818,407.59,200.0,3.1,180
2026-04-03,Croissant,Pastry,34,4.0,1.233,407.59,200.0,2.8,180
2026-04-03,Muffin,Pastry,34,3.5,0.945,407.59,200.0,2.5,180
2026-04-03,Avocado Toast,Sandwich,19,9.0,2.99,407.59,200.0,4.2,180
2026-04-03,Turkey Club,Sandwich,18,11.0,4.299,407.59,200.0,4.1,180
2026-04-03,Veggie Wrap,Sandwich,10,8.5,2.86,407.59,200.0,3.4,180
2026-04-03,Caesar Salad,Salad,27,10.0,4.498,407.59,200.0,4.1,180
2026-04-03,Garden Salad,Salad,18,9.0,2.549,407.59,200.0,4.0,180
2026-04-04,Latte,Coffee,62,5.0,1.047,417.43,200.0,6.1,215
2026-04-04,Cappuccino,Coffee,37,5.0,1.047,417.43,200.0,6.3,215
2026-04-04,Espresso,Coffee,33,3.5,0.792,417.43,200.0,6.4,215
2026-04-04,Croissant,Pastry,54,4.0,1.194,417.43,200.0,5.0,215
2026-04-04,Muffin,Pastry,37,3.5,0.973,417.43,200.0,5.4,215
2026-04-04,Avocado Toast,Sandwich,24,9.0,3.117,417.43,200.0,3.7,215
2026-04-04,Turkey Club,Sandwich,26,11.0,4.181,417.43,200.0,3.2,215
2026-04-04,Veggie Wrap,Sandwich,18,8.5,2.759,417.43,200.0,3.9,215
2026-04-04,Caesar Salad,Salad,26,10.0,4.452,417.43,200.0,4.6,215
2026-04-04,Garden Salad,Salad,6,9.0,2.473,417.43,200.0,4.1,215
2026-04-05,Latte,Coffee,58,5.0,1.065,418.22,200.0,5.1,172
2026-04-05,Cappuccino,Coffee,28,5.0,1.04,418.22,200.0,6.9,172
2026-04-05,Espresso,Coffee,23,3.5,0.782,418.22,200.0,5.5,172
2026-04-05,Croissant,Pastry,41,4.0,1.206,418.22,200.0,6.7,172
2026-04-05,Muffin,Pastry,27,3.5,0.969,418.22,200.0,5.7,172
2026-04-05,Avocado Toast,Sandwich,24,9.0,3.14,418.22,200.0,3.9,172
2026-04-05,Turkey Club,Sandwich,22,11.0,4.251,418.22,200.0,3.3,172
2026-04-05,Veggie Wrap,Sandwich,7,8.5,2.763,418.22,200.0,5.0,172
2026-04-05,Caesar Salad,Salad,15,10.0,4.415,418.22,200.0,3.7,172
2026-04-05,Garden Salad,Salad,14,9.0,2.495,418.22,200.0,4.0,172
2026-04-06,Latte,Coffee,44,5.0,1.12,417.3,200.0,1.8,154
2026-04-06,Cappuccino,Coffee,24,5.0,1.052,417.3,200.0,2.3,154
2026-04-06,Espresso,Coffee,21,3.5,0.779,417.3,200.0,2.8,154
2026-04-06,Croissant,Pastry,42,4.0,1.208,417.3,200.0,2.3,154
2026-04-06,Muffin,Pastry,20,3.5,0.938,417.3,200.0,2.2,154
2026-04-06,Avocado Toast,Sandwich,19,9.0,3.139,417.3,200.0,4.9,154
2026-04-06,Turkey Club,Sandwich,15,11.0,4.206,417.3,200.0,3.4,154
2026-04-06,Veggie Wrap,Sandwich,14,8.5,2.741,417.3,200.0,3.5,154
2026-04-06,Caesar Salad,Salad,21,10.0,4.576,417.3,200.0,3.5,154
2026-04-06,Garden Salad,Salad,12,9.0,2.484,417.3,200.0,3.8,154
2026-04-07,Latte,Coffee,37,5.0,1.125,420.91,200.0,2.6,142
2026-04-07,Cappuccino,Coffee,28,5.0,1.026,420.91,200.0,3.2,142
2026-04-07,Espresso,Coffee,15,3.5,0.761,420.91,200.0,2.0,142
2026-04-07,Croissant,Pastry,33,4.0,1.227,420.91,200.0,1.7,142
2026-04-07,Muffin,Pastry,18,3.5,0.918,420.91,200.0,2.5,142
2026-04-07,Avocado Toast,Sandwich,16,9.0,2.985,420.91,200.0,3.8,142
2026-04-07,Turkey Club,Sandwich,14,11.0,4.153,420.91,200.0,3.8,142
2026-04-07,Veggie Wrap,Sandwich,13,8.5,2.783,420.91,200.0,3.8,142
2026-04-07,Caesar Salad,Salad,25,10.0,4.543,420.91,200.0,4.0,142
2026-04-07,Garden Salad,Salad,15,9.0,2.456,420.91,200.0,4.3,142
2026-04-08,Latte,Coffee,34,5.0,1.109,430.84,200.0,2.8,153
2026-04-08,Cappuccino,Coffee,29,5.0,1.045,430.84,200.0,3.2,153
2026-04-08,Espresso,Coffee,21,3.5,0.8,430.84,200.0,2.9,153
2026-04-08,Croissant,Pastry,40,4.0,1.151,430.84,200.0,2.5,153
2026-04-08,Muffin,Pastry,24,3.5,0.963,430.84,200.0,2.2,153
2026-04-08,Avocado Toast,Sandwich,19,9.0,3.142,430.84,200.0,4.2,153
2026-04-08,Turkey Club,Sandwich,14,11.0,4.288,430.84,200.0,4.2,153
2026-04-08,Veggie Wrap,Sandwich,12,8.5,2.739,430.84,200.0,4.7,153
2026-04-08,Caesar Salad,Salad,28,10.0,4.521,430.84,200.0,4.4,153
2026-04-08,Garden Salad,Salad,9,9.0,2.571,430.84,200.0,3.8,153
2026-04-09,Latte,Coffee,39,5.0,1.077,421.28,200.0,2.6,169
2026-04-09,Cappuccino,Coffee,36,5.0,1.072,421.28,200.0,2.1,169
2026-04-09,Espresso,Coffee,26,3.5,0.796,421.28,200.0,2.2,169
2026-04-09,Croissant,Pastry,34,4.0,1.189,421.28,200.0,2.0,169
2026-04-09,Muffin,Pastry,34,3.5,0.961,421.28,200.0,2.4,169
2026-04-09,Avocado Toast,Sandwich,25,9.0,3.102,421.28,200.0,4.1,169
2026-04-09,Turkey Club,Sandwich,15,11.0,4.148,421.28,200.0,4.5,169
2026-04-09,Veggie Wrap,Sandwich,8,8.5,2.739,421.28,200.0,4.5,169
2026-04-09,Caesar Salad,Salad,28,10.0,4.495,421.28,200.0,3.4,169
2026-04-09,Garden Salad,Salad,9,9.0,2.414,421.28,200.0,3.8,169
2026-04-10,Latte,Coffee,51,5.0,1.135,409.12,200.0,2.5,177
2026-04-10,Cappuccino,Coffee,42,5.0,1.033,409.12,200.0,1.9,177
2026-04-10,Espresso,Coffee,25,3.5,0.765,409.12,200.0,2.3,177
2026-04-10,Croissant,Pastry,30,4.0,1.178,409.12,200.0,2.1,177
2026-04-10,Muffin,Pastry,28,3.5,0.955,409.12,200.0,1.6,177
2026-04-10,Avocado Toast,Sandwich,26,9.0,3.036,409.12,200.0,4.5,177
2026-04-10,Turkey Club,Sandwich,25,11.0,4.151,409.12,200.0,4.1,177
2026-04-10,Veggie Wrap,Sandwich,14,8.5,2.787,409.12,200.0,3.6,177
2026-04-10,Caesar Salad,Salad,14,10.0,4.492,409.12,200.0,3.8,177
2026-04-10,Garden Salad,Salad,11,9.0,2.485,409.12,200.0,4.1,177
2026-04-11,Latte,Coffee,53,5.0,1.058,441.38,200.0,5.9,217
2026-04-11,Cappuccino,Coffee,37,5.0,1.054,441.38,200.0,5.5,217
2026-04-11,Espresso,Coffee,33,3.5,0.787,441.38,200.0,5.6,217
2026-04-11,Croissant,Pastry,49,4.0,1.181,441.38,200.0,5.1,217
2026-04-11,Muffin,Pastry,40,3.5,0.956,441.38,200.0,5.7,217
2026-04-11,Avocado Toast,Sandwich,26,9.0,3.013,441.38,200.0,4.6,217
2026-04-11,Turkey Club,Sandwich,25,11.0,4.094,441.38,200.0,4.9,217
2026-04-11,Veggie Wrap,Sandwich,16,8.5,2.809,441.38,200.0,4.0,217
2026-04-11,Caesar Salad,Salad,22,10.0,4.543,441.38,200.0,4.0,217
2026-04-11,Garden Salad,Salad,25,9.0,2.497,441.38,200.0,3.3,217
2026-04-12,Latte,Coffee,39,5.0,1.458,401.46,200.0,5.5,164
2026-04-12,Cappuccino,Coffee,29,5.0,1.389,401.46,200.0,6.1,164
2026-04-12,Espresso,Coffee,30,3.5,1.035,401.46,200.0,5.9,164
2026-04-12,Croissant,Pastry,36,4.0,1.246,401.46,200.0,5.4,164
2026-04-12,Muffin,Pastry,25,3.5,0.963,401.46,200.0,6.0,164
2026-04-12,Avocado Toast,Sandwich,27,9.0,3.148,401.46,200.0,3.4,164
2026-04-12,Turkey Club,Sandwich,10,11.0,4.231,401.46,200.0,4.3,164
2026-04-12,Veggie Wrap,Sandwich,20,8.5,2.766,401.46,200.0,3.5,164
2026-04-12,Caesar Salad,Salad,18,10.0,4.472,401.46,200.0,3.9,164
2026-04-12,Garden Salad,Salad,12,9.0,2.527,401.46,200.0,3.9,164
2026-04-13,Latte,Coffee,31,5.0,1.444,415.69,200.0,2.5,154
2026-04-13,Cappuccino,Coffee,24,5.0,1.387,415.69,200.0,1.4,154
2026-04-13,Espresso,Coffee,22,3.5,1.064,415.69,200.0,1.9,154
2026-04-13,Croissant,Pastry,46,4.0,1.189,415.69,200.0,2.2,154
2026-04-13,Muffin,Pastry,29,3.5,0.962,415.69,200.0,2.6,154
2026-04-13,Avocado Toast,Sandwich,17,9.0,3.149,415.69,200.0,4.4,154
2026-04-13,Turkey Club,Sandwich,21,11.0,4.33,415.69,200.0,4.1,154
2026-04-13,Veggie Wrap,Sandwich,15,8.5,2.741,415.69,200.0,3.6,154
2026-04-13,Caesar Salad,Salad,19,10.0,4.545,415.69,200.0,4.5,154
2026-04-13,Garden Salad,Salad,8,9.0,2.487,415.69,200.0,4.0,154
2026-04-14,Latte,Coffee,47,5.0,1.468,421.35,200.0,2.5,157
2026-04-14,Cappuccino,Coffee,27,5.0,1.385,421.35,200.0,2.6,157
2026-04-14,Espresso,Coffee,21,3.5,1.065,421.35,200.0,3.0,157
2026-04-14,Croissant,Pastry,40,4.0,1.206,421.35,200.0,2.9,157
2026-04-14,Muffin,Pastry,29,3.5,0.948,421.35,200.0,2.3,157
2026-04-14,Avocado Toast,Sandwich,11,9.0,3.055,421.35,200.0,3.7,157
2026-04-14,Turkey Club,Sandwich,14,11.0,4.169,421.35,200.0,4.1,157
2026-04-14,Veggie Wrap,Sandwich,9,8.5,2.753,421.35,200.0,3.5,157
2026-04-14,Caesar Salad,Salad,28,10.0,4.53,421.35,200.0,3.6,157
2026-04-14,Garden Salad,Salad,10,9.0,2.415,421.35,200.0,3.6,157
2026-04-15,Latte,Coffee,35,5.0,1.443,412.24,200.0,1.9,147
2026-04-15,Cappuccino,Coffee,37,5.0,1.399,412.24,200.0,2.8,147
2026-04-15,Espresso,Coffee,21,3.5,1.017,412.24,200.0,2.0,147
2026-04-15,Croissant,Pastry,26,4.0,1.248,412.24,200.0,2.8,147
2026-04-15,Muffin,Pastry,21,3.5,0.931,412.24,200.0,2.5,147
2026-04-15,Avocado Toast,Sandwich,16,9.0,3.089,412.24,200.0,4.0,147
2026-04-15,Turkey Club,Sandwich,12,11.0,4.155,412.24,200.0,3.9,147
2026-04-15,Veggie Wrap,Sandwich,10,8.5,2.861,412.24,200.0,3.9,147
2026-04-15,Caesar Salad,Salad,28,10.0,4.555,412.24,200.0,3.8,147
2026-04-15,Garden Salad,Salad,15,9.0,2.508,412.24,200.0,4.3,147
2026-04-16,Latte,Coffee,43,5.0,1.421,447.54,200.0,1.9,153
2026-04-16,Cappuccino,Coffee,33,5.0,1.357,447.54,200.0,2.5,153
2026-04-16,Espresso,Coffee,29,3.5,1.05,447.54,200.0,3.1,153
2026-04-16,Croissant,Pastry,39,4.0,1.223,447.54,200.0,2.7,153
2026-04-16,Muffin,Pastry,13,3.5,0.972,447.54,200.0,2.0,153
2026-04-16,Avocado Toast,Sandwich,21,9.0,2.952,447.54,200.0,4.5,153
2026-04-16,Turkey Club,Sandwich,12,11.0,4.221,447.54,200.0,4.5,153
2026-04-16,Veggie Wrap,Sandwich,6,8.5,2.789,447.54,200.0,4.2,153
2026-04-16,Caesar Salad,Salad,19,10.0,4.481,447.54,200.0,3.1,153
2026-04-16,Garden Salad,Salad,15,9.0,2.445,447.54,200.0,4.3,153
2026-04-17,Latte,Coffee,40,5.0,1.436,431.45,200.0,1.5,182
2026-04-17,Cappuccino,Coffee,36,5.0,1.417,431.45,200.0,2.6,182
2026-04-17,Espresso,Coffee,28,3.5,1.071,431.45,200.0,3.6,182
2026-04-17,Croissant,Pastry,41,4.0,1.211,431.45,200.0,3.1,182
2026-04-17,Muffin,Pastry,32,3.5,0.972,431.45,200.0,3.0,182
2026-04-17,Avocado Toast,Sandwich,26,9.0,3.069,431.45,200.0,3.8,182
2026-04-17,Turkey Club,Sandwich,13,11.0,4.231,431.45,200.0,3.8,182
2026-04-17,Veggie Wrap,Sandwich,14,8.5,2.872,431.45,200.0,4.1,182
2026-04-17,Caesar Salad,Salad,31,10.0,4.623,431.45,200.0,4.0,182
2026-04-17,Garden Salad,Salad,13,9.0,2.486,431.45,200.0,4.2,182
2026-04-18,Latte,Coffee,56,5.0,1.489,448.15,200.0,6.3,201
2026-04-18,Cappuccino,Coffee,37,5.0,1.4,448.15,200.0,4.6,201
2026-04-18,Espresso,Coffee,37,3.5,1.077,448.15,200.0,5.3,201
2026-04-18,Croissant,Pastry,43,4.0,1.199,448.15,200.0,5.5,201
2026-04-18,Muffin,Pastry,24,3.5,0.946,448.15,200.0,4.7,201
2026-04-18,Avocado Toast,Sandwich,20,9.0,3.146,448.15,200.0,4.3,201
2026-04-18,Turkey Club,Sandwich,16,11.0,4.227,448.15,200.0,4.6,201
2026-04-18,Veggie Wrap,Sandwich,24,8.5,2.744,448.15,200.0,3.8,201
2026-04-18,Caesar Salad,Salad,31,10.0,4.633,448.15,200.0,4.6,201
2026-04-18,Garden Salad,Salad,14,9.0,2.539,448.15,200.0,3.4,201
2026-04-19,Latte,Coffee,49,5.0,1.442,417.0,200.0,4.5,156
2026-04-19,Cappuccino,Coffee,22,5.0,1.387,417.0,200.0,5.7,156
2026-04-19,Espresso,Coffee,33,3.5,1.024,417.0,200.0,5.5,156
2026-04-19,Croissant,Pastry,40,4.0,1.227,417.0,200.0,5.7,156
2026-04-19,Muffin,Pastry,22,3.5,0.933,417.0,200.0,5.2,156
2026-04-19,Avocado Toast,Sandwich,10,9.0,3.06,417.0,200.0,4.3,156
2026-04-19,Turkey Club,Sandwich,17,11.0,4.224,417.0,200.0,3.7,156
2026-04-19,Veggie Wrap,Sandwich,15,8.5,2.752,417.0,200.0,3.2,156
2026-04-19,Caesar Salad,Salad,21,10.0,4.287,417.0,200.0,3.7,156
2026-04-19,Garden Salad,Salad,6,9.0,2.415,417.0,200.0,3.3,156
2026-04-20,Latte,Coffee,42,5.0,1.434,433.99,200.0,2.8,162
2026-04-20,Cappuccino,Coffee,37,5.0,1.378,433.99,200.0,3.3,162
2026-04-20,Espresso,Coffee,14,3.5,1.08,433.99,200.0,3.6,162
2026-04-20,Croissant,Pastry,47,4.0,1.244,433.99,200.0,1.7,162
2026-04-20,Muffin,Pastry,22,3.5,0.952,433.99,200.0,2.4,162
2026-04-20,Avocado Toast,Sandwich,22,9.0,2.996,433.99,200.0,3.5,162
2026-04-20,Turkey Club,Sandwich,13,11.0,4.189,433.99,200.0,4.0,162
2026-04-20,Veggie Wrap,Sandwich,12,8.5,2.841,433.99,200.0,4.4,162
2026-04-20,Caesar Salad,Salad,22,10.0,4.459,433.99,200.0,4.4,162
2026-04-20,Garden Salad,Salad,13,9.0,2.48,433.99,200.0,4.3,162
2026-04-21,Latte,Coffee,39,5.0,1.481,409.57,200.0,2.2,146
2026-04-21,Cappuccino,Coffee,21,5.0,1.351,409.57,200.0,1.8,146
2026-04-21,Espresso,Coffee,18,3.5,1.041,409.57,200.0,2.1,146
2026-04-21,Croissant,Pastry,27,4.0,1.216,409.57,200.0,2.5,146
2026-04-21,Muffin,Pastry,32,3.5,0.956,409.57,200.0,2.8,146
2026-04-21,Avocado Toast,Sandwich,22,9.0,2.974,409.57,200.0,4.1,146
2026-04-21,Turkey Club,Sandwich,15,11.0,4.353,409.57,200.0,3.6,146
2026-04-21,Veggie Wrap,Sandwich,14,8.5,2.794,409.57,200.0,3.9,146
2026-04-21,Caesar Salad,Salad,21,10.0,4.624,409.57,200.0,4.0,146
2026-04-21,Garden Salad,Salad,10,9.0,2.512,409.57,200.0,4.5,146
2026-04-22,Latte,Coffee,40,5.0,1.496,426.1,200.0,2.7,132
2026-04-22,Cappuccino,Coffee,30,5.0,1.369,426.1,200.0,3.4,132
2026-04-22,Espresso,Coffee,24,3.5,1.051,426.1,200.0,3.4,132
2026-04-22,Croissant,Pastry,23,4.0,1.198,426.1,200.0,2.3,132
2026-04-22,Muffin,Pastry,21,3.5,0.972,426.1,200.0,2.8,132
2026-04-22,Avocado Toast,Sandwich,19,9.0,3.046,426.1,200.0,3.6,132
2026-04-22,Turkey Club,Sandwich,7,11.0,4.253,426.1,200.0,4.2,132
2026-04-22,Veggie Wrap,Sandwich,10,8.5,2.844,426.1,200.0,4.0,132
2026-04-22,Caesar Salad,Salad,8,10.0,4.682,426.1,200.0,3.1,132
2026-04-22,Garden Salad,Salad,17,9.0,2.522,426.1,200.0,3.1,132
2026-04-23,Latte,Coffee,35,5.0,1.495,425.91,200.0,2.6,152
2026-04-23,Cappuccino,Coffee,32,5.0,1.363,425.91,200.0,2.0,152
2026-04-23,Espresso,Coffee,20,3.5,1.035,425.91,200.0,3.0,152
2026-04-23,Croissant,Pastry,40,4.0,1.211,425.91,200.0,3.0,152
2026-04-23,Muffin,Pastry,32,3.5,0.956,425.91,200.0,2.8,152
2026-04-23,Avocado Toast,Sandwich,17,9.0,3.0,425.91,200.0,3.6,152
2026-04-23,Turkey Club,Sandwich,21,11.0,4.039,425.91,200.0,4.5,152
2026-04-23,Veggie Wrap,Sandwich,9,8.5,2.795,425.91,200.0,4.1,152
2026-04-23,Caesar Salad,Salad,18,10.0,4.411,425.91,200.0,3.9,152
2026-04-23,Garden Salad,Salad,4,9.0,2.417,425.91,200.0,4.4,152
2026-04-24,Latte,Coffee,44,5.0,1.432,412.4,200.0,2.5,189
2026-04-24,Cappuccino,Coffee,34,5.0,1.432,412.4,200.0,2.2,189
2026-04-24,Espresso,Coffee,22,3.5,1.053,412.4,200.0,3.2,189
2026-04-24,Croissant,Pastry,35,4.0,1.199,412.4,200.0,2.5,189
2026-04-24,Muffin,Pastry,40,3.5,0.95,412.4,200.0,3.1,189
2026-04-24,Avocado Toast,Sandwich,27,9.0,3.175,412.4,200.0,3.8,189
2026-04-24,Turkey Club,Sandwich,15,11.0,4.151,412.4,200.0,4.3,189
2026-04-24,Veggie Wrap,Sandwich,12,8.5,2.746,412.4,200.0,4.7,189
2026-04-24,Caesar Salad,Salad,33,10.0,4.454,412.4,200.0,4.1,189
2026-04-24,Garden Salad,Salad,22,9.0,2.405,412.4,200.0,4.6,189
2026-04-25,Latte,Coffee,56,5.0,1.423,409.58,200.0,5.4,203
2026-04-25,Cappuccino,Coffee,35,5.0,1.374,409.58,200.0,5.8,203
2026-04-25,Espresso,Coffee,33,3.5,1.056,409.58,200.0,5.4,203
2026-04-25,Croissant,Pastry,50,4.0,1.189,409.58,200.0,6.0,203
2026-04-25,Muffin,Pastry,29,3.5,0.98,409.58,200.0,6.0,203
2026-04-25,Avocado Toast,Sandwich,20,9.0,3.162,409.58,200.0,3.7,203
2026-04-25,Turkey Club,Sandwich,15,11.0,4.052,409.58,200.0,3.9,203
2026-04-25,Veggie Wrap,Sandwich,13,8.5,2.728,409.58,200.0,3.5,203
2026-04-25,Caesar Salad,Salad,38,10.0,4.626,409.58,200.0,4.5,203
2026-04-25,Garden Salad,Salad,16,9.0,2.52,409.58,200.0,3.6,203
2026-04-26,Latte,Coffee,40,5.0,1.486,430.8,200.0,5.9,154
2026-04-26,Cappuccino,Coffee,36,5.0,1.307,430.8,200.0,5.9,154
2026-04-26,Espresso,Coffee,25,3.5,1.057,430.8,200.0,5.8,154
2026-04-26,Croissant,Pastry,30,4.0,1.174,430.8,200.0,5.8,154
2026-04-26,Muffin,Pastry,25,3.5,0.953,430.8,200.0,5.5,154
2026-04-26,Avocado Toast,Sandwich,20,9.0,3.089,430.8,200.0,4.9,154
2026-04-26,Turkey Club,Sandwich,16,11.0,4.166,430.8,200.0,3.5,154
2026-04-26,Veggie Wrap,Sandwich,13,8.5,2.836,430.8,200.0,3.6,154
2026-04-26,Caesar Salad,Salad,20,10.0,4.604,430.8,200.0,4.5,154
2026-04-26,Garden Salad,Salad,7,9.0,2.537,430.8,200.0,4.2,154
2026-04-27,Latte,Coffee,41,5.0,1.483,415.04,200.0,1.9,165
2026-04-27,Cappuccino,Coffee,40,5.0,1.407,415.04,200.0,2.9,165
2026-04-27,Espresso,Coffee,29,3.5,1.045,415.04,200.0,2.2,165
2026-04-27,Croissant,Pastry,39,4.0,1.22,415.04,200.0,2.9,165
2026-04-27,Muffin,Pastry,30,3.5,0.945,415.04,200.0,2.4,165
2026-04-27,Avocado Toast,Sandwich,15,9.0,3.134,415.04,200.0,3.8,165
2026-04-27,Turkey Club,Sandwich,13,11.0,4.326,415.04,200.0,3.7,165
2026-04-27,Veggie Wrap,Sandwich,13,8.5,2.822,415.04,200.0,4.0,165
2026-04-27,Caesar Salad,Salad,20,10.0,4.448,415.04,200.0,3.8,165
2026-04-27,Garden Salad,Salad,8,9.0,2.461,415.04,200.0,3.7,165
2026-04-28,Latte,Coffee,43,5.0,1.468,433.86,200.0,2.4,132
2026-04-28,Cappuccino,Coffee,25,5.0,1.379,433.86,200.0,3.0,132
2026-04-28,Espresso,Coffee,22,3.5,1.038,433.86,200.0,2.6,132
2026-04-28,Croissant,Pastry,35,4.0,1.207,433.86,200.0,1.8,132
2026-04-28,Muffin,Pastry,19,3.5,0.942,433.86,200.0,2.2,132
2026-04-28,Avocado Toast,Sandwich,10,9.0,3.147,433.86,200.0,4.4,132
2026-04-28,Turkey Club,Sandwich,10,11.0,4.257,433.86,200.0,3.5,132
2026-04-28,Veggie Wrap,Sandwich,7,8.5,2.903,433.86,200.0,5.0,132
2026-04-28,Caesar Salad,Salad,16,10.0,4.544,433.86,200.0,3.9,132
2026-04-28,Garden Salad,Salad,11,9.0,2.539,433.86,200.0,4.5,132
2026-04-29,Latte,Coffee,33,5.0,1.459,418.05,200.0,2.1,142
2026-04-29,Cappuccino,Coffee,22,5.0,1.361,418.05,200.0,1.8,142
2026-04-29,Espresso,Coffee,26,3.5,1.121,418.05,200.0,2.0,142
2026-04-29,Croissant,Pastry,35,4.0,1.237,418.05,200.0,2.5,142
2026-04-29,Muffin,Pastry,26,3.5,0.937,418.05,200.0,2.0,142
2026-04-29,Avocado Toast,Sandwich,14,9.0,2.961,418.05,200.0,3.3,142
2026-04-29,Turkey Club,Sandwich,17,11.0,4.233,418.05,200.0,4.2,142
2026-04-29,Veggie Wrap,Sandwich,9,8.5,2.864,418.05,200.0,4.0,142
2026-04-29,Caesar Salad,Salad,21,10.0,4.538,418.05,200.0,4.0,142
2026-04-29,Garden Salad,Salad,11,9.0,2.473,418.05,200.0,3.8,142
